SPECIES_CODE,ID,SAMPLING_YEAR,FLEET_CODE,REPCOUNTRY,GEAR_CODE,AREA,DATESTART,DATEEND,SEX,MATURITY,COMMENT,FL,RD,SF,HG,TL,HL,BH,SPECIES,SPECIES_SCIENTIFIC,SPECIES_CATEGORY_CODE,AREA_TYPE,N_MEASUREMENTS_SPECIES,DATE_RANGE,CF
ALB,224722,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,98,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224723,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,105,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224724,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,93,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224725,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,101,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224726,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,105,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224727,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,96,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224728,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,95,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224729,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,102,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224730,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,107,25,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224731,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,103,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224732,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,98,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224733,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,91,13,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224734,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,92,14,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224735,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,97,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224736,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,100,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224737,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,101,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224738,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,104,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224739,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,100,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224740,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,98,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224741,2007,KOR,KOR,LL,5229038,01/12/2007,30/12/2007,U,NA,NA,93,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224742,2007,KOR,KOR,LL,5229038,01/12/2007,30/12/2007,U,NA,NA,101,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224743,2007,KOR,KOR,LL,5229038,01/12/2007,30/12/2007,U,NA,NA,103,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224744,2007,KOR,KOR,LL,5229038,01/12/2007,30/12/2007,U,NA,NA,99,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224745,2007,KOR,KOR,LL,5229038,01/12/2007,30/12/2007,U,NA,NA,102,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,227167,2000,JPN,GBR,LL,BIOT,01/11/2000,30/11/2000,M,0,NA,115,NA,36,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,29,NA
ALB,227168,2000,JPN,GBR,LL,BIOT,01/11/2000,30/11/2000,M,0,NA,120,NA,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,29,NA
ALB,227242,2000,JPN,GBR,LL,BIOT,01/11/2000,30/11/2000,F,1,NA,94,NA,30,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,29,NA
ALB,227243,2000,JPN,GBR,LL,BIOT,01/11/2000,30/11/2000,M,0,NA,104,NA,32,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,29,NA
ALB,227244,2000,JPN,GBR,LL,BIOT,01/11/2000,30/11/2000,M,0,NA,105,NA,32,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,29,NA
ALB,227245,2000,JPN,GBR,LL,BIOT,01/11/2000,30/11/2000,M,1,NA,112,NA,35,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,29,NA
ALB,227246,2000,JPN,GBR,LL,BIOT,01/11/2000,30/11/2000,M,0,NA,113,NA,33,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,29,NA
ALB,227247,2000,JPN,GBR,LL,BIOT,01/11/2000,30/11/2000,M,0,NA,114,NA,35,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,29,NA
ALB,227248,2000,JPN,GBR,LL,BIOT,01/11/2000,30/11/2000,F,2,NA,114,NA,33,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,29,NA
ALB,227249,2000,JPN,GBR,LL,BIOT,01/11/2000,30/11/2000,M,0,NA,115,NA,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,29,NA
ALB,227300,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,F,1,NA,80,NA,24,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,227301,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,114,NA,33,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,227302,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,120,NA,36,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,227355,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,86,NA,26,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,227356,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,U,1,NA,92,NA,28,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,227357,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,U,2,NA,100,NA,32,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,227358,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,103,15,31,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,227359,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,114,NA,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,227406,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,112,23,36,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,227463,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,101,28,31,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,227491,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,111,35,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,227604,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,101,20,32,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,227753,2000,JPN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,102,20,30,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,228038,2001,JPN,GBR,LL,BIOT,01/01/2001,31/01/2001,M,0,NA,95,16,31,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,228282,2001,JPN,GBR,LL,BIOT,01/01/2001,31/01/2001,M,0,NA,102,17,32,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229731,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,99,20,32,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229732,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,101,24,32,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229733,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,105,24,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229734,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,107,27,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229735,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,110,26,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229803,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,106,24,24,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229804,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,109,26,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229856,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,107,26,35,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229857,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,118,30,35,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229931,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,107,24,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229997,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,101,23,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229998,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,102,25,32.5,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,229999,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,106,23,30,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230000,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,108,35,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230001,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,110,24.5,32,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230075,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,102,22,32,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230147,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,99,23,33,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230148,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,103,23,33,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230149,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,106,24,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230220,2000,TWN,GBR,LL,BIOT,01/12/2000,31/12/2000,M,0,NA,103,22,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230431,2001,TWN,GBR,LL,BIOT,01/01/2001,31/01/2001,M,0,NA,108,21,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230432,2001,TWN,GBR,LL,BIOT,01/01/2001,31/01/2001,M,0,NA,110,25,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230512,2001,TWN,GBR,LL,BIOT,01/01/2001,31/01/2001,M,0,NA,104,20,32,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230513,2001,TWN,GBR,LL,BIOT,01/01/2001,31/01/2001,M,0,NA,110,22,33,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230514,2001,TWN,GBR,LL,BIOT,01/01/2001,31/01/2001,M,0,NA,110,25,34,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,230568,2001,TWN,GBR,LL,BIOT,01/01/2001,31/01/2001,M,0,NA,107,23,35,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,231136,2002,NEI,GBR,LL,BIOT,01/12/2002,31/12/2002,U,0,NA,113,28,NA,NA,122,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,NA
ALB,231615,2003,NEI,GBR,LL,BIOT,01/01/2003,31/01/2003,U,0,NA,103,17,NA,17,110,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,1
ALB,231680,2003,NEI,GBR,LL,BIOT,01/01/2003,31/01/2003,U,0,NA,115,26,NA,26,127,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,1
ALB,231921,2003,NEI,GBR,LL,BIOT,01/01/2003,31/01/2003,U,0,NA,104,23,NA,22,112,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,30,1.045454545
ALB,232600,2003,NEI,GBR,LL,BIOT,01/12/2003,29/02/2004,M,0,TAILED AND FINNED,104,19,31,17,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,90,1.117647059
ALB,232665,2003,NEI,GBR,LL,BIOT,01/12/2003,29/02/2004,M,0,TAILED AND FINNED,105,22,31,21,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,90,1.047619048
ALB,232840,2003,NEI,GBR,LL,BIOT,01/12/2003,29/02/2004,M,0,TAILED AND FINNED,104,23,32,22,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,90,1.045454545
ALB,232847,2003,NEI,GBR,LL,BIOT,01/12/2003,29/02/2004,M,0,TAILED AND FINNED,113,26,34,25,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,90,1.04
ALB,233494,2003,NEI,GBR,LL,BIOT,01/12/2003,29/02/2004,M,0,TAILED AND FINNED,105,22,32,21,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,90,1.047619048
ALB,233690,2003,NEI,GBR,LL,BIOT,01/12/2003,29/02/2004,M,0,TAILED AND FINNED,110,25,33,23.5,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,90,1.063829787
ALB,233765,2003,NEI,GBR,LL,BIOT,01/12/2003,29/02/2004,M,0,TAILED AND FINNED,109,26,34,25,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,90,1.04
ALB,233773,2003,NEI,GBR,LL,BIOT,01/12/2003,29/02/2004,M,0,TAILED AND FINNED,114,34,34,32,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,90,1.0625
ALB,233824,2003,NEI,GBR,LL,BIOT,01/12/2003,29/02/2004,M,0,TAILED AND FINNED,108,21,32,20,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,90,1.05
ALB,234076,2003,NEI,GBR,LL,BIOT,01/12/2003,29/02/2004,M,0,TAILED AND FINNED,111,24,34,23.5,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,Aggregated,499,90,1.021276596
